chr1	184873	184973	ENST00000623834.1	1000	-
chr1	184875	184975	ENST00000623083.1	1000	-
chr1	184877	184977	ENST00000624735.1	1000	-
chr1	89245	89345	ENST00000466430.3	1000	-
chr1	633388	633488	MSTRG.1095.1	1000	+
chr1	632662	632762	MSTRG.1095.2	1000	+
chr1	631361	631461	MSTRG.1095.3	1000	+
chr1	633388	633488	ENST00000427426.1	1000	+
chr1	629383	629483	ENST00000416931.1	1000	+
chr1	630633	630733	ENST00000457540.1	1000	+
chr1	630701	630801	MSTRG.1100.1	1000	-
chr1	632275	632375	ENST00000621981.1	1000	-
chr1	633691	633791	ENST00000467115.1	1000	+
chr1	634326	634426	ENST00000514057.1	1000	+
chr1	634872	634972	ENST00000416718.2	1000	+
chr1	633820	633920	MSTRG.1103.1	1000	-
chr1	787622	787722	ENST00000591702.1	1000	+
chr1	810010	810110	ENST00000412115.1	1000	+
chr1	800829	800929	ENST00000447500.2	1000	-
chr1	819787	819887	ENST00000326734.2	1000	+
chr1	859396	859496	ENST00000445118.4	1000	+
chr1	841970	842070	ENST00000415295.1	1000	+
chr1	826156	826256	ENST00000473798.1	1000	-
chr1	944525	944625	ENST00000342066.5	1000	+
chr1	944531	944631	ENST00000620200.2	1000	+
chr1	944531	944631	ENST00000618181.2	1000	+
chr1	944531	944631	ENST00000616125.2	1000	+
chr1	944531	944631	ENST00000618323.2	1000	+
chr1	944531	944631	ENST00000617307.2	1000	+
chr1	944531	944631	ENST00000616016.2	1000	+
chr1	944531	944631	ENST00000618779.2	1000	+
chr1	944531	944631	ENST00000622503.2	1000	+
chr1	944525	944625	ENST00000341065.6	1000	+
chr1	944209	944309	ENST00000455979.1	1000	+
chr1	944209	944309	MSTRG.1116.14	1000	+
chr1	944502	944602	MSTRG.1116.16	1000	+
chr1	944209	944309	MSTRG.1116.17	1000	+
chr1	944154	944254	MSTRG.1117.1	1000	-
chr1	944154	944254	ENST00000327044.6	1000	-
chr1	944154	944254	ENST00000483767.3	1000	-
chr1	944155	944255	ENST00000477976.3	1000	-
chr1	958196	958296	ENST00000469563.1	1000	-
chr1	965665	965765	ENST00000338591.5	1000	+
chr1	965661	965761	MSTRG.1118.4	1000	+
chr1	995916	996016	ENST00000606034.1	1000	-
chr1	998912	999012	ENST00000428771.4	1000	-
chr1	998914	999014	ENST00000304952.8	1000	-
chr1	998916	999016	ENST00000481869.1	1000	-
chr1	998920	999020	ENST00000484667.2	1000	-
chr1	1014491	1014591	ENST00000624697.1	1000	+
chr1	1014490	1014590	ENST00000379389.4	1000	+
chr1	1056066	1056166	ENST00000379370.4	1000	+
chr1	1056068	1056168	ENST00000620552.2	1000	+
chr1	1055942	1056042	MSTRG.1124.3	1000	+
chr1	1055942	1056042	MSTRG.1124.4	1000	+
chr1	1056062	1056162	ENST00000461111.1	1000	+
chr1	1056066	1056166	ENST00000418300.1	1000	+
chr1	1066406	1066506	ENST00000427998.3	1000	+
chr1	1066406	1066506	ENST00000456409.3	1000	+
chr1	1066224	1066324	ENST00000433695.1	1000	+
chr1	1066391	1066491	ENST00000451054.1	1000	+
chr1	1081768	1081868	ENST00000379339.3	1000	-
chr1	1081773	1081873	ENST00000421241.4	1000	-
chr1	1081773	1081873	ENST00000465822.3	1000	-
chr1	1081773	1081873	ENST00000379325.5	1000	-
chr1	1081775	1081875	ENST00000487177.3	1000	-
chr1	1081775	1081875	ENST00000477196.3	1000	-
chr1	1081775	1081875	ENST00000467751.3	1000	-
chr1	1082185	1082285	ENST00000379320.3	1000	-
chr1	1216858	1216958	ENST00000360001.8	1000	-
chr1	1216881	1216981	ENST00000263741.9	1000	-
chr1	1216881	1216981	ENST00000465727.3	1000	-
chr1	1216882	1216982	MSTRG.1128.4	1000	-
chr1	1216882	1216982	ENST00000494748.1	1000	-
chr1	1216884	1216984	MSTRG.1128.6	1000	-
chr1	1216884	1216984	ENST00000478938.1	1000	-
chr1	1218473	1218573	ENST00000403997.2	1000	-
chr1	1234991	1235091	ENST00000379198.3	1000	+
chr1	1253859	1253959	ENST00000450390.4	1000	-
chr1	1253864	1253964	ENST00000347370.4	1000	-
chr1	1254998	1255098	MSTRG.1130.5	1000	-
chr1	1254998	1255098	ENST00000464036.3	1000	-
chr1	1291969	1292069	ENST00000379116.7	1000	+
chr1	1291974	1292074	ENST00000338555.4	1000	+
chr1	1291979	1292079	ENST00000616713.2	1000	+
chr1	1291979	1292079	ENST00000400928.5	1000	+
chr1	1291974	1292074	ENST00000325425.10	1000	+
chr1	1292326	1292426	ENST00000354700.7	1000	-
chr1	1292340	1292440	ENST00000492936.3	1000	-
chr1	1292820	1292920	MSTRG.1134.3	1000	-
chr1	1292820	1292920	ENST00000467278.3	1000	-
chr1	1311627	1311727	ENST00000379031.7	1000	+
chr1	1311626	1311726	ENST00000493657.1	1000	+
chr1	1311535	1311635	ENST00000470030.4	1000	-
chr1	1311535	1311635	ENST00000618806.2	1000	-
chr1	1311535	1311635	ENST00000620829.2	1000	-
chr1	1311535	1311635	ENST00000545578.3	1000	-
chr1	1311535	1311635	ENST00000540437.3	1000	-
chr1	1311547	1311647	ENST00000435064.3	1000	-
chr1	1311548	1311648	ENST00000497304.4	1000	-
chr1	1311550	1311650	ENST00000323275.8	1000	-
chr1	1311551	1311651	ENST00000411962.3	1000	-
chr1	1311552	1311652	ENST00000462432.3	1000	-
chr1	1311556	1311656	ENST00000419704.3	1000	-
chr1	1311556	1311656	ENST00000478641.3	1000	-
chr1	1311556	1311656	ENST00000421495.4	1000	-
chr1	1311556	1311656	ENST00000458452.5	1000	-
chr1	1311577	1311677	ENST00000532772.3	1000	-
chr1	1318629	1318729	ENST00000429572.3	1000	-
chr1	1318631	1318731	ENST00000498173.2	1000	-
chr1	1318647	1318747	ENST00000496353.1	1000	-
chr1	1328847	1328947	ENST00000343938.6	1000	+
chr1	1335256	1335356	ENST00000339381.5	1000	+
chr1	1335226	1335326	ENST00000378891.7	1000	-
chr1	1335226	1335326	ENST00000378888.7	1000	-
chr1	1335229	1335329	ENST00000610709.1	1000	-
chr1	1352639	1352739	ENST00000474033.3	1000	-
chr1	1352639	1352739	ENST00000342753.6	1000	-
chr1	1352641	1352741	ENST00000309212.8	1000	-
chr1	1352642	1352742	ENST00000477278.2	1000	-
chr1	1352642	1352742	ENST00000445648.4	1000	-
chr1	1373680	1373780	ENST00000338338.7	1000	-
chr1	1373680	1373780	ENST00000338370.5	1000	-
chr1	1373682	1373782	ENST00000321751.7	1000	-
chr1	1373687	1373787	ENST00000378853.3	1000	-
chr1	1385661	1385761	ENST00000480479.3	1000	-
chr1	1385662	1385762	ENST00000408952.7	1000	-
chr1	1386432	1386532	ENST00000482621.3	1000	-
chr1	1386445	1386545	ENST00000400809.5	1000	-
chr1	1386445	1386545	ENST00000463260.3	1000	-
chr1	1386449	1386549	ENST00000496007.3	1000	-
chr1	1386452	1386552	ENST00000482365.3	1000	-
chr1	1386658	1386758	ENST00000481223.4	1000	-
chr1	1386663	1386763	MSTRG.1145.9	1000	-
chr1	1386663	1386763	ENST00000418865.4	1000	-
chr1	1387973	1388073	ENST00000469113.3	1000	-
chr1	1391103	1391203	ENST00000471930.3	1000	-
chr1	1392238	1392338	ENST00000408918.6	1000	-
chr1	1393394	1393494	ENST00000425598.2	1000	-
chr1	1401996	1402096	ENST00000444362.2	1000	+
chr1	1401976	1402076	ENST00000418833.2	1000	+
chr1	1401956	1402056	ENST00000447725.2	1000	+
chr1	1401983	1402083	ENST00000572242.1	1000	+
chr1	1401996	1402096	ENST00000453521.1	1000	+
chr1	1401858	1401958	ENST00000344843.9	1000	-
chr1	1401863	1401963	ENST00000493287.3	1000	-
chr1	1401863	1401963	ENST00000487659.1	1000	-
chr1	1410568	1410668	ENST00000607307.1	1000	+
chr1	1440715	1440815	ENST00000338660.5	1000	+
chr1	1442832	1442932	ENST00000476993.1	1000	+
chr1	1496152	1496252	ENST00000308647.7	1000	+
chr1	1496152	1496252	ENST00000485748.3	1000	+
chr1	1496151	1496251	ENST00000474481.1	1000	+
chr1	1534635	1534735	ENST00000378756.5	1000	+
chr1	1534635	1534735	ENST00000378755.7	1000	+
chr1	1534630	1534730	MSTRG.1151.3	1000	+
chr1	1534635	1534735	ENST00000339113.6	1000	+
chr1	1534637	1534737	ENST00000536055.3	1000	+
chr1	1541623	1541723	ENST00000291386.3	1000	-
chr1	1541624	1541724	ENST00000378726.1	1000	-
chr1	1560798	1560898	ENST00000359060.5	1000	-
chr1	1577025	1577125	ENST00000366221.3	1000	+
chr1	1597961	1598061	ENST00000422725.2	1000	-
chr1	1597962	1598062	ENST00000623560.1	1000	-
chr1	1613708	1613808	ENST00000607222.1	1000	-
chr1	1630555	1630655	ENST00000520777.3	1000	+
chr1	1630560	1630660	ENST00000355826.7	1000	+
chr1	1630555	1630655	ENST00000518681.3	1000	+
chr1	1630555	1630655	ENST00000505820.4	1000	+
chr1	1630554	1630654	ENST00000479659.3	1000	+
chr1	1630554	1630654	ENST00000489635.3	1000	+
chr1	1630554	1630654	ENST00000511502.3	1000	+
chr1	1630554	1630654	ENST00000487053.3	1000	+
chr1	1630554	1630654	ENST00000378712.3	1000	+
chr1	1617273	1617373	ENST00000463492.1	1000	+
chr1	1630554	1630654	ENST00000504599.3	1000	+
chr1	1630554	1630654	ENST00000378708.3	1000	+
chr1	1630554	1630654	ENST00000514234.3	1000	+
chr1	1630553	1630653	MSTRG.1156.27	1000	+
chr1	1630539	1630639	ENST00000483015.1	1000	+
chr1	1630553	1630653	ENST00000511910.1	1000	+
chr1	1630555	1630655	ENST00000470373.1	1000	+
chr1	1661428	1661528	ENST00000617444.2	1000	-
chr1	1661429	1661529	ENST00000611123.1	1000	-
chr1	1661513	1661613	MSTRG.1158.13	1000	-
