"target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"ENST00000371817.5",3.57455650081674e-188,2.82139744609466e-183,2.28287937593591,0.0780263853949742,7.87440377939101,1.57064875153358,0.00215021251208505,0.00683388500231179,0.00698196271462252,0.00698196271462252
"ENST00000264563.4",3.2647258217272e-150,1.28842404554464e-145,2.98604956336259,0.114389519537922,6.19509075263134,2.69064955307352,0.00493896920435238,0.0146884740658225,0.0133948388727021,0.0146884740658225
"ENST00000359534.3",6.19515044360167e-137,1.6299440817116e-132,-2.60947626690156,0.104767353907617,6.23477250313205,2.05213555715053,0.00331745073196154,0.00833960038526295,0.0131468469352441,0.0131468469352441
"MSTRG.25821.2",5.41079097680958e-134,1.06768432949895e-129,4.36758189163571,0.177296170053853,5.49546888287036,5.72863254325692,0.027856116133211,-0.0204797796161171,0.0192947817404362,0.0192947817404362
"ENST00000374736.5",1.8960297188915e-125,2.99307251424212e-121,2.66405272177066,0.111823475753779,6.04782409016326,2.13866028407859,0.00437616691188155,0.00750784904622483,0.0143805676826025,0.0143805676826025
"ENST00000489523.3",2.14084452326888e-118,2.81628097036021e-114,-2.1047361130073,0.0909829378489205,7.78601896522151,1.33890770559467,0.00159813718284874,0.0108187052865821,0.00715336444075838,0.0108187052865821
"ENST00000552150.3",8.61155007689512e-114,9.71013782241903e-110,7.3861773970621,0.32579490073988,2.9999415179711,16.3669694020657,0.00761784070896585,-0.00726229095347239,0.151595635313197,0.151595635313197
"ENST00000549078.3",1.32235961644782e-113,1.30467305657783e-109,-1.76647029406977,0.077981733788245,7.53542998551533,0.943225474896316,0.00140401212355406,0.00747134406024392,0.00771771408337701,0.00771771408337701
"ENST00000373700.6",2.49828024620912e-104,2.19099177592539e-100,1.75517569780361,0.0809174553440685,7.45924406971357,0.927660383123821,0.00190742016567873,0.00242740992895334,0.00791403170336026,0.00791403170336026
"ENST00000205948.8",2.92408250102178e-95,2.30797831805649e-91,-2.74869036262142,0.132734643445838,6.72431268167916,2.2877317955552,0.00440118158592284,0.0220265467701176,0.0105381181918783,0.0220265467701176
"ENST00000448775.3",1.5095798033887e-89,1.08319212619518e-85,2.17694331964105,0.108497544681733,6.15711228213079,1.42737260058757,0.00401873809114558,0.00304118129465324,0.0136388377118015,0.0136388377118015
"ENST00000375980.6",9.20221934196717e-89,6.0527597721789e-85,1.47541625216904,0.0738654401968616,7.68773578805769,0.65912519333339,0.000823715625044036,0.00676285710499221,0.00736043925817016,0.00736043925817016
"MSTRG.20725.2",1.39258165756956e-84,8.45511309476657e-81,-2.01802938341278,0.103553305547194,6.37344690901433,1.22556899332287,0.0037543163049749,0.0010409532296026,0.0123306143296508,0.0123306143296508
"ENST00000584437.3",2.83935973687819e-84,1.60079045736997e-80,-3.29198803986683,0.169242258616521,5.78502306421662,3.25525930144603,0.0265098725114565,-0.0213802161887637,0.0164545406409755,0.0164545406409755
"ENST00000401412.3",2.27557748342535e-83,1.19740887177842e-79,-1.86974196706069,0.096655831793896,7.12559725655697,1.05999132680012,0.00415391466646817,0.0098596100631867,0.00892772701021796,0.0098596100631867
