"target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"ENST00000264563.4",3.29820360396627e-08,0.000331383788733799,30.5236549553698,13.4532477653676,1,6.19509075263134,2.69064955307352,0.00493896920435238,2.68571058386917,0.0337043391493072,2.68571058386917
"ENST00000359534.3",2.42487768566015e-08,0.000331383788733799,31.1205722605296,10.2606777857526,1,6.23477250313205,2.05213555715053,0.00331745073196154,2.04881810641856,0.0332166084262258,2.04881810641856
"ENST00000371817.5",1.58233059291668e-08,0.000331383788733799,31.9495004600855,7.85324375766787,1,7.87440377939101,1.57064875153358,0.00215021251208505,1.56849853902149,0.0202027639331252,1.56849853902149
"ENST00000373700.6",3.2991020452317e-08,0.000331383788733799,30.5231265513674,4.63830191561909,1,7.45924406971357,0.927660383123821,0.00190742016567873,0.925752962958139,0.0223105606631407,0.925752962958139
"ENST00000374736.5",2.7392848769071e-08,0.000331383788733799,30.8839456058864,10.693301420393,1,6.04782409016326,2.13866028407859,0.00437616691188155,2.13428411716671,0.0356043179948347,2.13428411716671
"ENST00000552150.3",1.02792426185598e-08,0.000331383788733799,32.7877149680313,81.8348470103286,1,2.9999415179711,16.3669694020657,0.00761784070896585,16.3593515613567,0.199232834008143,16.3593515613567
"ENST00000584437.3",3.3587613199929e-08,0.000331383788733799,30.4883576802832,16.2762965072301,1,5.78502306421662,3.25525930144603,0.0265098725114565,3.22874942893457,0.0394109046621435,3.22874942893457
"MSTRG.25821.2",8.4291036182449e-09,0.000331383788733799,33.1735102383236,28.6431627162846,1,5.49546888287036,5.72863254325692,0.027856116133211,5.70077642712371,0.0443964771457434,5.70077642712371
"ENST00000448775.3",4.90174680753694e-08,0.000351722614108082,29.755259379994,7.13686300293786,1,6.15711228213079,1.42737260058757,0.00401873809114558,1.42335386249643,0.0341803745454109,1.42335386249643
"MSTRG.20725.2",4.77221714984839e-08,0.000351722614108082,29.8071784435475,6.12784496661437,1,6.37344690901433,1.22556899332287,0.0037543163049749,1.2218146770179,0.0315835489952317,1.2218146770179
"MSTRG.6955.11",4.45249965469411e-08,0.000351722614108082,29.9416290556439,5.05580310080229,1,6.58611931829566,1.01116062016045,0.00228569476917507,1.00887492539128,0.0292653016929485,1.00887492539128
